,ChEMBL_ID,INCHI,SMILES,TARGETS,Name,Synonyms,Type,Max_Phase,Molecular_Weight,Bioactivities,AlogP,PSA,HBA,HBD,#RO5_Violations,#Rotatable_Bonds,Passes_Ro3,QED_Weighted,ACD_ApKa,ACD_BpKa,ACD_LogP,ACD_LogD,Aromatic_Rings,Structure_Type,Inorganic_Flag,Heavy_Atoms,HBA_Lipinski,HBD_Lipinski,#RO5_Violations_(Lipinski),Molecular_Weight_(Monoisotopic),Molecular_Formula,image_link
202,CHEMBL1909382,"InChI=1S/C17H14FN5O.ClH/c18-12-4-2-6-14(10-12)21-15-7-8-20-17(23-15)22-13-5-1-3-11(9-13)16(19)24;/h1-10H,(H2,19,24)(H2,20,21,22,23);1H",Cl.NC(=O)c1cccc(Nc2nccc(Nc3cccc(F)c3)n2)c1,LCK,GW759710A,GW759710A,Small molecule,0,359.79,460,3.2,92.93,5,3,0,5,N,0.67,No Data,5.4,3.07,3.07,3,MOL,-1,24,6,4,0,323.1182,C17H15ClFN5O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909382.svg?engine=indigo
203,CHEMBL1909396,"InChI=1S/C27H19F4N5O3.ClH/c1-38-18-9-4-15(5-10-18)23-21(22-24(32)33-13-34-25(22)39-23)14-2-7-17(8-3-14)35-26(37)36-20-12-16(27(29,30)31)6-11-19(20)28;/h2-13H,1H3,(H2,32,33,34)(H2,35,36,37);1H",Cl.COc1ccc(cc1)c2oc3ncnc(N)c3c2c4ccc(NC(=O)Nc5cc(ccc5F)C(F)(F)F)cc4,TIE2/VEGFR2,GW768505A,GW768505A,Small molecule,0,573.93,460,6.95,115.3,6,3,2,5,N,0.21,12.56,4.67,4.1,4.1,5,MOL,-1,39,8,4,2,537.1424,C27H20ClF4N5O3,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909396.svg?engine=indigo
204,CHEMBL477182,"InChI=1S/C28H30N4O2/c1-19-4-11-24(31-28(34)23-12-13-29-26(16-23)32-14-2-3-15-32)17-25(19)21-7-9-22(10-8-21)27(33)30-18-20-5-6-20/h4,7-13,16-17,20H,2-3,5-6,14-15,18H2,1H3,(H,30,33)(H,31,34)",Cc1ccc(NC(=O)c2ccnc(c2)N3CCCC3)cc1c4ccc(cc4)C(=O)NCC5CC5,p38a,GW769076X,GW769076X,Small molecule,0,454.57,463,5.05,74.33,4,2,1,7,N,0.52,11.41,4.91,3.66,3.65,3,MOL,-1,34,6,2,1,454.2369,C28H30N4O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL477182.svg?engine=indigo
205,CHEMBL1794073,"InChI=1S/C20H21N7O2S.ClH/c1-13-17-8-7-15(12-18(17)27(3)25-13)26(2)19-9-10-22-20(24-19)23-14-5-4-6-16(11-14)30(21,28)29;/h4-12H,1-3H3,(H2,21,28,29)(H,22,23,24);1H",Cl.CN(c1ccc2c(C)nn(C)c2c1)c3ccnc(Nc4cccc(c4)S(=O)(=O)N)n3,VEGFR2,GW770220A,GW770220A,Small molecule,0,459.96,466,2.83,119.03,8,2,0,5,N,0.51,10.1,6.15,2.19,2.16,4,MOL,-1,30,9,3,0,423.1477,C20H22ClN7O2S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1794073.svg?engine=indigo
206,CHEMBL588025,"InChI=1S/C20H13F4N5O2.ClH/c21-14-6-3-11(20(22,23)24)7-15(14)29-19(30)28-12-4-1-10(2-5-12)13-8-31-18-16(13)17(25)26-9-27-18;/h1-9H,(H2,25,26,27)(H2,28,29,30);1H",Cl.Nc1ncnc2occ(c3ccc(NC(=O)Nc4cc(ccc4F)C(F)(F)F)cc3)c12,TIE2/VEGFR2,GW770249A,"GW770249A, TCMDC-141371",Small molecule,0,467.81,470,5.27,106.07,5,3,1,3,N,0.38,12.59,4.77,3.59,3.58,4,MOL,-1,31,7,4,1,431.1005,C20H14ClF4N5O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL588025.svg?engine=indigo
207,CHEMBL1909359,"InChI=1S/C20H21N7O2S.ClH/c1-13-17-8-7-15(12-18(17)25-27(13)3)26(2)19-9-10-22-20(24-19)23-14-5-4-6-16(11-14)30(21,28)29;/h4-12H,1-3H3,(H2,21,28,29)(H,22,23,24);1H",Cl.CN(c1ccc2c(C)n(C)nc2c1)c3ccnc(Nc4cccc(c4)S(=O)(=O)N)n3,VEGFR2,GW771127A,GW771127A,Small molecule,0,459.96,459,2.83,119.03,8,2,0,5,N,0.51,10.1,5.94,2.27,2.26,4,MOL,-1,30,9,3,0,423.1477,C20H22ClN7O2S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909359.svg?engine=indigo
208,CHEMBL207410,"InChI=1S/C27H20ClFN4O2/c1-30-27(34)20-6-2-4-18(12-20)8-9-21-15-31-17-32-26(21)33-23-10-11-25(24(28)14-23)35-16-19-5-3-7-22(29)13-19/h2-7,10-15,17H,16H2,1H3,(H,30,34)(H,31,32,33)",CNC(=O)c1cccc(c1)C#Cc2cncnc2Nc3ccc(OCc4cccc(F)c4)c(Cl)c3,EGFR/ErbB2,GW772405X,GW772405X,Small molecule,0,486.93,466,5.35,76.14,5,2,1,6,N,0.36,No Data,3.43,6.06,6.06,4,MOL,-1,35,6,2,1,486.1259,C27H20ClFN4O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL207410.svg?engine=indigo
209,CHEMBL476351,"InChI=1S/C28H30N4O3/c1-19-2-9-24(31-28(34)23-10-11-29-26(16-23)32-12-14-35-15-13-32)17-25(19)21-5-7-22(8-6-21)27(33)30-18-20-3-4-20/h2,5-11,16-17,20H,3-4,12-15,18H2,1H3,(H,30,33)(H,31,34)",Cc1ccc(NC(=O)c2ccnc(c2)N3CCOCC3)cc1c4ccc(cc4)C(=O)NCC5CC5,p38a,GW775608X,GW775608X,Small molecule,0,470.57,470,4.29,83.56,5,2,0,7,N,0.54,11.5,3.37,3.07,3.07,3,MOL,-1,35,7,2,0,470.2318,C28H30N4O3,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL476351.svg?engine=indigo
210,CHEMBL495696,"InChI=1S/C17H11N7/c18-10-12-3-1-4-13(9-12)22-17-19-8-6-15(23-17)14-11-21-24-16(14)5-2-7-20-24/h1-9,11H,(H,19,22,23)",N#Cc1cccc(Nc2nccc(n2)c3cnn4ncccc34)c1,CDK2/CDK4,GW778894X,GW778894X,Small molecule,0,313.32,467,2.8,91.79,7,1,0,3,N,0.63,No Data,1.51,2.39,2.39,4,MOL,-1,24,7,1,0,313.1076,C17H11N7,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL495696.svg?engine=indigo
211,CHEMBL468963,"InChI=1S/C22H21F3N8/c1-31-9-11-32(12-10-31)20-5-4-15(13-17(20)22(23,24)25)29-21-26-8-6-18(30-21)16-14-28-33-19(16)3-2-7-27-33/h2-8,13-14H,9-12H2,1H3,(H,26,29,30)",CN1CCN(CC1)c2ccc(Nc3nccc(n3)c4cnn5ncccc45)cc2C(F)(F)F,CDK2/CDK4,GW779439X,"GW779439X, TCMDC-138687",Small molecule,0,454.46,484,3.7,74.48,8,1,0,4,N,0.5,No Data,7.6,2.62,2.31,4,MOL,-1,33,8,1,0,454.1841,C22H21F3N8,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL468963.svg?engine=indigo
212,CHEMBL1882194,"InChI=1S/C21H23N7/c1-3-27(4-2)15-16-7-9-17(10-8-16)25-21-22-13-11-19(26-21)18-14-24-28-20(18)6-5-12-23-28/h5-14H,3-4,15H2,1-2H3,(H,22,25,26)",CCN(CC)Cc1ccc(Nc2nccc(n2)c3cnn4ncccc34)cc1,CDK2/CDK4,GW780056X,GW780056X,Small molecule,0,373.46,464,3.77,71.24,7,1,0,7,N,0.53,No Data,9.84,3.31,0.98,4,MOL,-1,28,7,1,0,373.2015,C21H23N7,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1882194.svg?engine=indigo
213,CHEMBL365663,"InChI=1S/C17H11ClN4S/c18-11-4-1-3-10(9-11)15-16(23-17(19)22-15)14-7-6-12-13(21-14)5-2-8-20-12/h1-9H,(H2,19,22)",Nc1nc(c2cccc(Cl)c2)c(s1)c3ccc4ncccc4n3,ALK5,GW780159X,GW780159X,Small molecule,0,338.82,465,4.66,64.69,5,1,0,2,N,0.58,No Data,2.52,3.16,3.16,4,MOL,-1,23,4,2,0,338.0393,C17H11ClN4S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL365663.svg?engine=indigo
214,CHEMBL513330,"InChI=1S/C17H13ClN6/c18-13-5-3-12(4-6-13)10-20-17-19-9-7-15(23-17)14-11-22-24-16(14)2-1-8-21-24/h1-9,11H,10H2,(H,19,20,23)",Clc1ccc(CNc2nccc(n2)c3cnn4ncccc34)cc1,CDK2/CDK4,GW781673X,GW781673X,Small molecule,0,336.79,464,3.45,68,6,1,0,4,N,0.62,No Data,2.44,3.34,3.34,4,MOL,-1,24,6,1,0,336.089,C17H13ClN6,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL513330.svg?engine=indigo
215,CHEMBL251549,"InChI=1S/C18H15N7O/c19-17(26)11-3-1-4-12(9-11)22-18-20-8-7-16(24-18)23-14-5-2-6-15-13(14)10-21-25-15/h1-10H,(H2,19,26)(H,21,25)(H2,20,22,23,24)",NC(=O)c1cccc(Nc2nccc(Nc3cccc4[nH]ncc34)n2)c1,LCK,GW782612X,GW782612X,Small molecule,0,345.37,462,2.94,121.61,6,4,0,5,N,0.44,No Data,5.47,2.21,2.2,4,MOL,-1,26,8,5,0,345.1338,C18H15N7O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL251549.svg?engine=indigo
216,CHEMBL477978,"InChI=1S/C25H30N2O2/c1-17-7-10-21(25(29)27-22-5-3-2-4-6-22)15-23(17)19-11-13-20(14-12-19)24(28)26-16-18-8-9-18/h7,10-15,18,22H,2-6,8-9,16H2,1H3,(H,26,28)(H,27,29)",Cc1ccc(cc1c2ccc(cc2)C(=O)NCC3CC3)C(=O)NC4CCCCC4,p38a,GW782907X,GW782907X,Small molecule,0,390.53,465,4.86,58.2,2,2,0,6,N,0.74,12.68,No Data,5.51,5.51,2,MOL,-1,29,4,2,0,390.2307,C25H30N2O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL477978.svg?engine=indigo
217,CHEMBL517507,"InChI=1S/C23H26N2O2/c1-15-5-8-19(23(27)25-20-3-2-4-20)13-21(15)17-9-11-18(12-10-17)22(26)24-14-16-6-7-16/h5,8-13,16,20H,2-4,6-7,14H2,1H3,(H,24,26)(H,25,27)",Cc1ccc(cc1c2ccc(cc2)C(=O)NCC3CC3)C(=O)NC4CCC4,p38a,GW782912X,GW782912X,Small molecule,0,362.47,465,4.08,58.2,2,2,0,6,N,0.81,12.68,No Data,4.46,4.46,2,MOL,-1,27,4,2,0,362.1994,C23H26N2O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL517507.svg?engine=indigo
218,CHEMBL1909383,"InChI=1S/C24H26N8O2.ClH/c1-31(2)12-11-25-24(33)18-9-7-17(8-10-18)14-28-30-22-21-15-29-32(23(21)27-16-26-22)19-5-4-6-20(13-19)34-3;/h4-10,13-16H,11-12H2,1-3H3,(H,25,33)(H,26,27,30);1H/b28-14+;",Cl.COc1cccc(c1)n2ncc3c(N\N=C\c4ccc(cc4)C(=O)NCCN(C)C)ncnc23,GSK3b,GW784307A,GW784307A,Small molecule,0,494.99,460,2.56,109.56,9,2,0,9,N,0.29,7.88,8.37,4.01,2.93,4,MOL,-1,34,10,2,0,458.2179,C24H27ClN8O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909383.svg?engine=indigo
219,CHEMBL475761,"InChI=1S/C29H27ClFN5O2S/c1-35-9-11-36(12-10-35)16-22-6-8-26(38-22)27-15-24-28(39-27)29(33-18-32-24)34-21-5-7-25(23(30)14-21)37-17-19-3-2-4-20(31)13-19/h2-8,13-15,18H,9-12,16-17H2,1H3,(H,32,33,34)",CN1CCN(Cc2oc(cc2)c3cc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4s3)CC1,EGFR/ErbB2,GW784684X,GW784684X,Small molecule,0,564.09,913,6.81,66.66,8,1,2,8,N,0.22,No Data,7.53,5.13,4.72,5,MOL,-1,39,7,1,2,563.1558,C29H27ClFN5O2S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL475761.svg?engine=indigo
220,CHEMBL306865,"InChI=1S/C18H15N7O/c1-26-15-4-2-3-14(9-15)25-18-16(11-23-25)17(20-12-21-18)24-22-10-13-5-7-19-8-6-13/h2-12H,1H3,(H,20,21,24)/b22-10+",COc1cccc(c1)n2ncc3c(N\N=C\c4ccncc4)ncnc23,GSK3b,GW784752X,GW784752X,Small molecule,0,345.37,466,2.67,90.11,8,1,0,5,N,0.44,7.63,4.59,3.78,3.6,4,MOL,-1,26,8,1,0,345.1338,C18H15N7O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL306865.svg?engine=indigo
221,CHEMBL426800,"InChI=1S/C11H10FN5O/c1-2-17-8-5-6(12)3-4-7(8)14-11(17)9-10(13)16-18-15-9/h3-5H,2H2,1H3,(H2,13,16)",CCn1c(nc2ccc(F)cc12)c3nonc3N,MSK1,GW785404X,GW785404X,Small molecule,0,247.23,462,1.83,82.76,6,1,0,2,N,0.75,No Data,1.87,1.82,1.82,3,MOL,-1,18,6,2,0,247.0869,C11H10FN5O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL426800.svg?engine=indigo
222,CHEMBL361237,"InChI=1S/C17H11FN4S/c18-11-5-3-10(4-6-11)15-16(23-17(19)22-15)14-8-7-12-13(21-14)2-1-9-20-12/h1-9H,(H2,19,22)",Nc1nc(c2ccc(F)cc2)c(s1)c3ccc4ncccc4n3,ALK5,GW785804X,GW785804X,Small molecule,0,322.37,467,4.14,64.69,5,1,0,2,N,0.6,No Data,2.75,2.5,2.5,4,MOL,-1,23,4,2,0,322.0688,C17H11FN4S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL361237.svg?engine=indigo
223,CHEMBL477979,"InChI=1S/C22H26N2O2/c1-14(2)24-22(26)19-7-4-15(3)20(12-19)17-8-10-18(11-9-17)21(25)23-13-16-5-6-16/h4,7-12,14,16H,5-6,13H2,1-3H3,(H,23,25)(H,24,26)",CC(C)NC(=O)c1ccc(C)c(c1)c2ccc(cc2)C(=O)NCC3CC3,p38a,GW785974X,GW785974X,Small molecule,0,350.46,465,3.94,58.2,2,2,0,6,N,0.83,12.79,No Data,4.4,4.4,2,MOL,-1,26,4,2,0,350.1994,C22H26N2O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL477979.svg?engine=indigo
224,CHEMBL185238,"InChI=1S/C17H13N5/c1-11-4-2-5-16(20-11)17-12(10-19-22-17)13-7-8-14-15(21-13)6-3-9-18-14/h2-10H,1H3,(H,19,22)",Cc1cccc(n1)c2n[nH]cc2c3ccc4ncccc4n3,ALK5,GW786460X,GW786460X,Small molecule,0,287.33,491,3.39,67.35,4,1,0,2,N,0.61,10.05,2.82,2.45,2.45,4,MOL,-1,22,5,1,0,287.1171,C17H13N5,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL185238.svg?engine=indigo
225,CHEMBL67241,"InChI=1S/C20H20N8/c1-2-8-22-16-4-3-5-17(11-16)28-20-18(13-26-28)19(23-14-24-20)27-25-12-15-6-9-21-10-7-15/h3-7,9-14,22H,2,8H2,1H3,(H,23,24,27)/b25-12+",CCCNc1cccc(c1)n2ncc3c(N\N=C\c4ccncc4)ncnc23,GSK3b,GW794607X,GW794607X,Small molecule,0,372.44,460,3.48,92.91,8,2,0,7,N,0.38,7.68,4.73,4.34,4.15,4,MOL,-1,28,8,2,0,372.1811,C20H20N8,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL67241.svg?engine=indigo
226,CHEMBL205765,"InChI=1S/C26H19ClFN5O2/c1-17(34)31-25-7-3-6-21(32-25)9-8-19-14-29-16-30-26(19)33-22-10-11-24(23(27)13-22)35-15-18-4-2-5-20(28)12-18/h2-7,10-14,16H,15H2,1H3,(H,29,30,33)(H,31,32,34)",CC(=O)Nc1cccc(n1)C#Cc2cncnc2Nc3ccc(OCc4cccc(F)c4)c(Cl)c3,EGFR/ErbB2,GW794726X,GW794726X,Small molecule,0,487.92,464,5.34,89.03,6,2,1,6,N,0.36,13.43,3.12,6.04,6.04,4,MOL,-1,35,7,2,1,487.1211,C26H19ClFN5O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL205765.svg?engine=indigo
227,CHEMBL396107,"InChI=1S/C21H13F6N5O2/c22-20(23,24)11-5-12(21(25,26)27)7-14(6-11)32-19(33)31-13-3-1-10(2-4-13)15-8-34-18-16(15)17(28)29-9-30-18/h1-9H,(H2,28,29,30)(H2,31,32,33)",Nc1ncnc2occ(c3ccc(NC(=O)Nc4cc(cc(c4)C(F)(F)F)C(F)(F)F)cc3)c12,TIE2/VEGFR2,GW795486X,GW795486X,Small molecule,0,481.36,470,6.15,106.07,5,3,1,3,N,0.3,13.13,4.78,4.53,4.53,4,MOL,-1,34,7,4,1,481.0973,C21H13F6N5O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL396107.svg?engine=indigo
228,CHEMBL273564,"InChI=1S/C20H14F3N5O2/c21-20(22,23)12-2-1-3-14(8-12)28-19(29)27-13-6-4-11(5-7-13)15-9-30-18-16(15)17(24)25-10-26-18/h1-10H,(H2,24,25,26)(H2,27,28,29)",Nc1ncnc2occ(c3ccc(NC(=O)Nc4cccc(c4)C(F)(F)F)cc3)c12,TIE2/VEGFR2,GW795493X,GW795493X,Small molecule,0,413.36,470,5.13,106.07,5,3,1,3,N,0.43,13.68,4.78,3.86,3.86,4,MOL,-1,30,7,4,1,413.11,C20H14F3N5O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL273564.svg?engine=indigo
229,CHEMBL516908,"InChI=1S/C23H26N2O2/c1-15-2-11-20(25-22(26)12-16-3-4-16)13-21(15)18-7-9-19(10-8-18)23(27)24-14-17-5-6-17/h2,7-11,13,16-17H,3-6,12,14H2,1H3,(H,24,27)(H,25,26)",Cc1ccc(NC(=O)CC2CC2)cc1c3ccc(cc3)C(=O)NCC4CC4,p38a,GW796920X,GW796920X,Small molecule,0,362.47,463,4.54,58.2,2,2,0,7,N,0.76,No Data,0.71,4.37,4.37,2,MOL,-1,27,4,2,0,362.1994,C23H26N2O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL516908.svg?engine=indigo
230,CHEMBL517666,"InChI=1S/C21H24N2O2/c1-3-20(24)23-18-11-4-14(2)19(12-18)16-7-9-17(10-8-16)21(25)22-13-15-5-6-15/h4,7-12,15H,3,5-6,13H2,1-2H3,(H,22,25)(H,23,24)",CCC(=O)Nc1ccc(C)c(c1)c2ccc(cc2)C(=O)NCC3CC3,p38a,GW796921X,GW796921X,Small molecule,0,336.44,462,4.15,58.2,2,2,0,6,N,0.83,No Data,0.72,3.98,3.98,2,MOL,-1,25,4,2,0,336.1838,C21H24N2O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL517666.svg?engine=indigo
231,CHEMBL381604,"InChI=1S/C23H16ClFN6O/c24-20-11-19(6-7-21(20)32-13-15-2-1-3-17(25)10-15)30-22-16(12-27-14-29-22)4-5-18-8-9-28-23(26)31-18/h1-3,6-12,14H,13H2,(H2,26,28,31)(H,27,29,30)",Nc1nccc(n1)C#Cc2cncnc2Nc3ccc(OCc4cccc(F)c4)c(Cl)c3,EGFR/ErbB2,GW799251X,GW799251X,Small molecule,0,446.87,465,4.36,98.84,7,2,0,5,N,0.44,No Data,3.84,4.97,4.97,4,MOL,-1,32,7,3,0,446.1058,C23H16ClFN6O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL381604.svg?engine=indigo
232,CHEMBL359999,"InChI=1S/C18H16N6O2/c1-25-13-8-12(9-14(10-13)26-2)22-18-19-7-5-16(23-18)15-11-21-24-17(15)4-3-6-20-24/h3-11H,1-2H3,(H,19,22,23)",COc1cc(Nc2nccc(n2)c3cnn4ncccc34)cc(OC)c1,GSK3b,GW801372X,GW801372X,Small molecule,0,348.37,466,2.95,86.46,8,1,0,5,N,0.59,No Data,1.59,3.38,3.38,4,MOL,-1,26,8,1,0,348.1335,C18H16N6O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL359999.svg?engine=indigo
233,CHEMBL516248,"InChI=1S/C20H17N3O3S/c1-25-14-6-4-5-13(9-14)11-26-17-10-18(27-19(17)20(21)24)23-12-22-15-7-2-3-8-16(15)23/h2-10,12H,11H2,1H3,(H2,21,24)",COc1cccc(COc2cc(sc2C(=O)N)n3cnc4ccccc34)c1,PLK1,GW804482X,GW804482X,Small molecule,0,379.44,463,3.77,79.37,6,1,0,6,N,0.55,No Data,3.25,2.31,2.31,4,MOL,-1,27,6,2,0,379.0991,C20H17N3O3S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL516248.svg?engine=indigo
234,CHEMBL359963,"InChI=1S/C19H18N6/c1-13(2)14-5-7-15(8-6-14)23-19-20-11-9-17(24-19)16-12-22-25-18(16)4-3-10-21-25/h3-13H,1-2H3,(H,20,23,24)",CC(C)c1ccc(Nc2nccc(n2)c3cnn4ncccc34)cc1,CDK2/CDK4,GW805758X,GW805758X,Small molecule,0,330.4,470,4.05,68,6,1,0,4,N,0.61,No Data,2.13,3.94,3.94,4,MOL,-1,25,6,1,0,330.1593,C19H18N6,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL359963.svg?engine=indigo
235,CHEMBL361894,"InChI=1S/C18H14N6O2/c1-2-15-13(11-21-24(15)20-6-1)14-5-7-19-18(23-14)22-12-3-4-16-17(10-12)26-9-8-25-16/h1-7,10-11H,8-9H2,(H,19,22,23)",C1COc2cc(Nc3nccc(n3)c4cnn5ncccc45)ccc2O1,GSK3b,GW806290X,GW806290X,Small molecule,0,346.35,468,2.7,86.46,8,1,0,3,N,0.61,No Data,1.91,2.68,2.68,4,MOL,-1,26,8,1,0,346.1178,C18H14N6O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL361894.svg?engine=indigo
236,CHEMBL188381,"InChI=1S/C25H22F3N7O4S/c1-35(22-13-14-30-23(34-22)31-18-3-2-4-21(15-18)40(29,37)38)19-9-5-16(6-10-19)32-24(36)33-17-7-11-20(12-8-17)39-25(26,27)28/h2-15H,1H3,(H2,29,37,38)(H,30,31,34)(H2,32,33,36)",CN(c1ccc(NC(=O)Nc2ccc(OC(F)(F)F)cc2)cc1)c3ccnc(Nc4cccc(c4)S(=O)(=O)N)n3,VEGFR2,GW806742X,GW806742X,Small molecule,0,573.56,468,5.18,151.57,8,4,2,8,N,0.23,10.1,6.41,3.35,3.3,4,MOL,-1,40,11,5,3,573.1406,C25H22F3N7O4S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL188381.svg?engine=indigo
237,CHEMBL479038,"InChI=1S/C21H22N2O2/c24-20(22-13-14-4-5-14)16-8-6-15(7-9-16)17-2-1-3-18(12-17)21(25)23-19-10-11-19/h1-3,6-9,12,14,19H,4-5,10-11,13H2,(H,22,24)(H,23,25)",O=C(NCC1CC1)c2ccc(cc2)c3cccc(c3)C(=O)NC4CC4,p38a,GW806776X,GW806776X,Small molecule,0,334.42,465,3.39,58.2,2,2,0,6,N,0.85,No Data,No Data,3.27,3.27,2,MOL,-1,25,4,2,0,334.1681,C21H22N2O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL479038.svg?engine=indigo
238,CHEMBL207247,"InChI=1S/C28H22ClFN4O2/c1-19(35)32-15-21-5-2-4-20(12-21)8-9-23-16-31-18-33-28(23)34-25-10-11-27(26(29)14-25)36-17-22-6-3-7-24(30)13-22/h2-7,10-14,16,18H,15,17H2,1H3,(H,32,35)(H,31,33,34)",CC(=O)NCc1cccc(c1)C#Cc2cncnc2Nc3ccc(OCc4cccc(F)c4)c(Cl)c3,EGFR/ErbB2,GW807930X,GW807930X,Small molecule,0,500.96,464,5.63,76.14,5,2,2,7,N,0.32,No Data,3.43,5.82,5.82,4,MOL,-1,36,6,2,2,500.1415,C28H22ClFN4O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL207247.svg?engine=indigo
239,CHEMBL188426,"InChI=1S/C20H17F3N6O2/c1-3-31-18-5-4-17-15(11-25-29(17)28-18)16-6-7-24-19(27-16)26-13-8-12(20(21,22)23)9-14(10-13)30-2/h4-11H,3H2,1-2H3,(H,24,26,27)",CCOc1ccc2c(cnn2n1)c3ccnc(Nc4cc(OC)cc(c4)C(F)(F)F)n3,GSK3b,GW807982X,GW807982X,Small molecule,0,430.39,466,4.36,86.46,8,1,0,6,N,0.49,No Data,1.32,4.49,4.49,4,MOL,-1,31,8,1,0,430.1365,C20H17F3N6O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL188426.svg?engine=indigo
240,CHEMBL442363,"InChI=1S/C20H19N7O/c1-13(15-7-9-21-10-8-15)24-25-19-18-14(2)26-27(20(18)23-12-22-19)16-5-4-6-17(11-16)28-3/h4-12H,1-3H3,(H,22,23,25)/b24-13+",COc1cccc(c1)n2nc(C)c3c(N\N=C(/C)\c4ccncc4)ncnc23,GSK3b,GW809885X,GW809885X,Small molecule,0,373.42,460,3.36,90.11,8,1,0,5,N,0.43,7.8,4.9,2.78,2.65,4,MOL,-1,28,8,1,0,373.1651,C20H19N7O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL442363.svg?engine=indigo
241,CHEMBL189353,"InChI=1S/C26H24Cl2N6O3S/c1-34(20-11-9-18(10-12-20)31-26(35)33-24-21(27)7-4-8-22(24)28)23-13-14-29-25(32-23)30-19-6-3-5-17(15-19)16-38(2,36)37/h3-15H,16H2,1-2H3,(H,29,30,32)(H2,31,33,35)",CN(c1ccc(NC(=O)Nc2c(Cl)cccc2Cl)cc1)c3ccnc(Nc4cccc(CS(=O)(=O)C)c4)n3,VEGFR2,GW809897X,GW809897X,Small molecule,0,571.49,465,6.48,116.32,7,3,2,8,N,0.22,12.72,6.58,3.98,3.92,4,MOL,-1,38,9,3,2,570.1008,C26H24Cl2N6O3S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL189353.svg?engine=indigo
242,CHEMBL365248,"InChI=1S/C18H13F3N6O2/c1-28-16-6-5-15-13(10-23-27(15)26-16)14-7-8-22-17(25-14)24-11-3-2-4-12(9-11)29-18(19,20)21/h2-10H,1H3,(H,22,24,25)",COc1ccc2c(cnn2n1)c3ccnc(Nc4cccc(OC(F)(F)F)c4)n3,GSK3b,GW810372X,GW810372X,Small molecule,0,402.34,466,3.84,86.46,8,1,0,5,N,0.54,No Data,1.43,3.68,3.68,4,MOL,-1,29,8,1,0,402.1052,C18H13F3N6O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL365248.svg?engine=indigo
243,CHEMBL187081,"InChI=1S/C17H14N6O/c1-24-13-5-2-4-12(10-13)21-17-18-9-7-15(22-17)14-11-20-23-16(14)6-3-8-19-23/h2-11H,1H3,(H,18,21,22)",COc1cccc(Nc2nccc(n2)c3cnn4ncccc34)c1,GSK3b,PYRAZOLOPYRIDAZINE 1,"GW810576X, Pyrazolopyridazine 1",Small molecule,0,318.34,470,2.94,77.23,7,1,0,4,N,0.62,No Data,1.95,2.92,2.92,4,MOL,-1,24,7,1,0,318.1229,C17H14N6O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL187081.svg?engine=indigo
